person_id,user_id,reaction
38,41,LIKE
38,311,LIKE
38,699,DISLIKE
38,912,LIKE
38,670,DISLIKE
38,286,LIKE
39,935,DISLIKE
39,31,LIKE
39,790,LIKE
39,643,DISLIKE
39,723,LIKE
39,720,LIKE
40,148,DISLIKE
40,259,LIKE
40,82,LIKE
40,208,DISLIKE
40,778,LIKE
40,253,LIKE
40,173,DISLIKE
40,371,LIKE
40,4,LIKE
40,862,DISLIKE
40,241,LIKE
40,369,LIKE
40,937,DISLIKE
40,712,LIKE
40,685,LIKE
40,141,DISLIKE
40,790,LIKE
40,756,LIKE
40,683,DISLIKE
41,932,DISLIKE
41,193,LIKE
41,520,LIKE
41,949,DISLIKE
41,191,LIKE
41,410,LIKE
41,223,DISLIKE
41,118,LIKE
41,59,LIKE
41,380,DISLIKE
41,38,LIKE
41,61,LIKE
41,892,DISLIKE
41,364,LIKE
42,842,DISLIKE
42,498,LIKE
42,193,LIKE
42,887,DISLIKE
42,257,LIKE
42,570,LIKE
42,371,DISLIKE
42,416,LIKE
42,328,LIKE
42,485,DISLIKE
42,332,LIKE
42,420,LIKE
42,317,DISLIKE
42,857,LIKE
42,144,LIKE
42,471,DISLIKE
42,707,LIKE
42,816,LIKE
42,216,DISLIKE
42,61,LIKE
42,110,LIKE
42,16,DISLIKE
42,158,LIKE
42,611,LIKE
43,914,DISLIKE
43,6,LIKE
43,70,LIKE
43,415,DISLIKE
43,717,LIKE
43,116,LIKE
43,438,DISLIKE
43,241,LIKE
43,316,LIKE
43,811,DISLIKE
43,568,LIKE
43,857,LIKE
43,873,DISLIKE
43,732,LIKE
43,439,LIKE
43,357,DISLIKE
43,603,LIKE
44,148,DISLIKE
44,386,LIKE
44,519,LIKE
44,717,DISLIKE
44,918,LIKE
44,831,LIKE
44,926,DISLIKE
44,614,LIKE
44,899,DISLIKE
44,612,LIKE
44,41,LIKE
44,652,DISLIKE
44,770,LIKE
44,227,LIKE
44,803,DISLIKE
44,848,LIKE
44,763,LIKE
44,156,DISLIKE
44,347,LIKE
44,68,LIKE
44,88,DISLIKE
44,99,LIKE
44,931,LIKE
45,850,DISLIKE
45,99,LIKE
45,580,LIKE
45,450,DISLIKE
45,600,LIKE
45,811,LIKE
45,532,DISLIKE
45,86,LIKE
45,834,LIKE
45,208,DISLIKE
45,177,LIKE
45,565,LIKE
45,918,DISLIKE
45,168,LIKE
45,949,LIKE
45,910,DISLIKE
45,293,LIKE
45,231,LIKE
45,481,DISLIKE
45,466,LIKE
45,277,LIKE
45,153,DISLIKE
45,774,LIKE
45,705,LIKE
45,6,DISLIKE
46,382,DISLIKE
46,411,LIKE
46,270,LIKE
46,191,DISLIKE
46,267,LIKE
46,873,LIKE
46,622,DISLIKE
46,947,LIKE
47,332,DISLIKE
47,411,LIKE
47,85,LIKE
47,222,DISLIKE
47,217,LIKE
48,291,DISLIKE
48,171,LIKE
48,578,LIKE
48,144,DISLIKE
48,646,LIKE
48,296,LIKE
48,628,DISLIKE
48,903,LIKE
48,310,LIKE
48,119,DISLIKE
48,37,LIKE
48,240,LIKE
48,690,DISLIKE
48,155,LIKE
48,848,LIKE
48,813,DISLIKE
48,744,LIKE
48,688,LIKE
48,726,DISLIKE
48,391,LIKE
48,396,LIKE
48,835,DISLIKE
48,430,LIKE
48,873,LIKE
48,524,DISLIKE
49,709,DISLIKE
49,351,LIKE
49,91,LIKE
49,702,DISLIKE
49,439,LIKE
49,353,LIKE
49,511,DISLIKE
49,52,LIKE
49,381,LIKE
49,700,DISLIKE
49,687,LIKE
50,361,DISLIKE
50,551,LIKE
50,759,LIKE
50,41,DISLIKE
50,324,LIKE
51,562,DISLIKE
51,210,LIKE
51,102,LIKE
51,411,DISLIKE
51,389,LIKE
51,893,LIKE
51,551,DISLIKE
52,652,DISLIKE
52,505,LIKE
52,345,LIKE
52,545,DISLIKE
52,286,LIKE
52,708,LIKE
52,827,DISLIKE
53,655,DISLIKE
53,805,LIKE
53,550,LIKE
53,866,DISLIKE
53,887,LIKE
53,495,LIKE
53,453,DISLIKE
53,447,LIKE
53,377,LIKE
53,703,DISLIKE
53,552,LIKE
53,151,LIKE
53,363,DISLIKE
53,20,LIKE
53,889,LIKE
53,170,DISLIKE
53,11,LIKE
53,902,LIKE
53,556,DISLIKE
53,515,LIKE
53,239,LIKE
53,189,DISLIKE
53,509,LIKE
53,174,LIKE
53,40,LIKE
53,928,LIKE
53,140,DISLIKE
53,83,LIKE
53,367,LIKE
54,566,DISLIKE
54,695,LIKE
54,521,LIKE
54,419,DISLIKE
54,199,LIKE
54,256,LIKE
54,452,DISLIKE
54,40,LIKE
54,597,LIKE
54,776,DISLIKE
54,711,LIKE
54,172,LIKE
54,222,DISLIKE
54,929,LIKE
54,477,LIKE
54,481,DISLIKE
54,627,LIKE
54,575,LIKE
54,569,DISLIKE
54,19,LIKE
54,904,LIKE
54,75,DISLIKE
54,466,LIKE
55,604,DISLIKE
56,835,DISLIKE
56,540,LIKE
56,528,LIKE
56,328,DISLIKE
56,777,LIKE
56,906,LIKE
56,188,DISLIKE
57,386,DISLIKE
57,216,LIKE
57,602,LIKE
57,288,DISLIKE
57,280,LIKE
57,653,LIKE
57,633,DISLIKE
57,717,LIKE
57,94,LIKE
57,631,LIKE
57,578,LIKE
57,476,DISLIKE
57,32,LIKE
57,124,LIKE
57,571,DISLIKE
57,481,LIKE
57,875,LIKE
57,613,DISLIKE
58,344,DISLIKE
58,87,LIKE
58,763,LIKE
58,827,DISLIKE
58,301,LIKE
58,460,LIKE
58,391,DISLIKE
58,518,LIKE
58,906,LIKE
58,441,DISLIKE
58,328,LIKE
58,368,LIKE
58,927,DISLIKE
58,690,LIKE
58,936,LIKE
58,537,DISLIKE
58,349,LIKE
58,947,LIKE
58,125,DISLIKE
58,899,LIKE
58,837,LIKE
58,654,DISLIKE
58,472,LIKE
59,136,DISLIKE
59,828,LIKE
59,335,LIKE
59,226,DISLIKE
59,835,LIKE
59,715,LIKE
59,192,DISLIKE
59,516,LIKE
59,772,LIKE
59,81,DISLIKE
59,46,LIKE
59,14,LIKE
59,413,DISLIKE
59,277,LIKE
59,576,LIKE
59,656,DISLIKE
59,389,LIKE
60,597,DISLIKE
60,292,LIKE
60,714,LIKE
60,159,DISLIKE
60,27,LIKE
60,746,LIKE
60,740,DISLIKE
60,737,LIKE
60,663,LIKE
60,800,DISLIKE
60,546,LIKE
60,481,LIKE
60,177,DISLIKE
60,133,LIKE
60,577,LIKE
60,805,DISLIKE
60,803,LIKE
60,463,LIKE
60,71,DISLIKE
60,526,LIKE
60,320,LIKE
60,263,DISLIKE
60,457,LIKE
61,16,DISLIKE
61,796,LIKE
61,66,LIKE
61,499,DISLIKE
61,362,LIKE
62,262,DISLIKE
62,481,LIKE
62,354,LIKE
62,594,DISLIKE
62,901,LIKE
62,705,LIKE
62,907,DISLIKE
62,736,LIKE
62,738,LIKE
62,246,DISLIKE
62,256,LIKE
62,185,LIKE
62,28,DISLIKE
62,19,LIKE
62,483,LIKE
62,730,DISLIKE
62,717,LIKE
62,752,LIKE
62,277,DISLIKE
62,707,LIKE
62,242,LIKE
62,215,DISLIKE
62,337,LIKE
62,843,LIKE
62,879,DISLIKE
63,198,DISLIKE
63,686,LIKE
63,316,LIKE
63,854,DISLIKE
64,529,DISLIKE
64,401,LIKE
64,171,DISLIKE
64,724,LIKE
64,911,LIKE
64,696,DISLIKE
64,787,LIKE
65,469,DISLIKE
65,6,LIKE
65,183,LIKE
66,450,DISLIKE
66,408,LIKE
66,346,LIKE
66,585,DISLIKE
66,113,LIKE
66,380,LIKE
66,730,DISLIKE
66,206,LIKE
66,151,LIKE
66,5,DISLIKE
66,416,LIKE
66,865,LIKE
66,943,DISLIKE
66,779,LIKE
66,35,DISLIKE
66,531,LIKE
66,887,LIKE
66,497,DISLIKE
66,536,LIKE
66,631,LIKE
66,322,DISLIKE
66,229,LIKE
66,30,LIKE
66,772,DISLIKE
66,787,LIKE
66,804,DISLIKE
66,906,LIKE
67,473,DISLIKE
67,597,LIKE
67,139,LIKE
67,938,DISLIKE
67,731,LIKE
67,259,LIKE
67,930,DISLIKE
67,388,LIKE
67,564,LIKE
67,862,DISLIKE
67,753,LIKE
67,822,LIKE
68,649,DISLIKE
68,370,LIKE
68,122,LIKE
68,695,DISLIKE
68,595,LIKE
68,260,LIKE
68,433,DISLIKE
68,108,LIKE
68,884,LIKE
68,296,DISLIKE
68,808,LIKE
68,512,LIKE
68,33,DISLIKE
68,150,LIKE
68,307,LIKE
68,652,DISLIKE
68,74,LIKE
68,653,LIKE
68,297,DISLIKE
68,936,LIKE
68,871,LIKE
68,525,DISLIKE
68,440,LIKE
68,608,LIKE
68,764,DISLIKE
68,430,LIKE
68,580,LIKE
68,97,DISLIKE
68,268,LIKE
69,860,DISLIKE
69,761,LIKE
69,774,LIKE
69,336,DISLIKE
69,640,LIKE
69,438,LIKE
69,946,DISLIKE
69,587,LIKE
69,597,LIKE
69,512,DISLIKE
69,333,LIKE
69,273,LIKE
69,16,DISLIKE
69,882,LIKE
69,648,LIKE
69,161,DISLIKE
69,519,LIKE
69,649,LIKE
69,339,DISLIKE
69,868,LIKE
69,317,LIKE
69,686,DISLIKE
69,655,LIKE
69,166,LIKE
69,550,DISLIKE
69,202,LIKE
69,354,LIKE
70,580,DISLIKE
70,70,LIKE
70,125,LIKE
70,361,DISLIKE
70,636,LIKE
70,926,LIKE
70,106,DISLIKE
70,165,LIKE
70,406,LIKE
70,410,DISLIKE
70,217,LIKE
70,331,LIKE
70,745,DISLIKE
70,655,LIKE
70,705,LIKE
70,190,DISLIKE
70,131,LIKE
70,23,LIKE
70,507,DISLIKE
70,578,LIKE
70,583,LIKE
70,619,DISLIKE
70,279,LIKE
70,409,LIKE
70,637,DISLIKE
71,532,DISLIKE
71,227,LIKE
71,341,LIKE
71,708,DISLIKE
71,28,LIKE
71,355,LIKE
71,56,DISLIKE
71,472,LIKE
71,568,LIKE
71,514,DISLIKE
71,411,LIKE
71,294,LIKE
71,290,DISLIKE
71,246,LIKE
71,15,LIKE
71,821,DISLIKE
71,153,LIKE
71,334,LIKE
71,72,DISLIKE
71,939,LIKE
71,823,LIKE
71,449,LIKE
72,873,DISLIKE
72,593,LIKE
72,603,LIKE
72,56,DISLIKE
72,177,LIKE
72,903,LIKE
72,194,DISLIKE
72,393,LIKE
72,169,LIKE
72,264,DISLIKE
72,46,LIKE
72,182,LIKE
72,537,DISLIKE
72,706,LIKE
72,329,LIKE
72,815,DISLIKE
72,866,LIKE
72,596,LIKE
72,321,DISLIKE
72,631,LIKE
72,680,DISLIKE
73,942,DISLIKE
73,424,LIKE
73,922,LIKE
73,582,DISLIKE
73,375,LIKE
73,605,LIKE
73,947,DISLIKE
73,267,LIKE
73,93,LIKE
73,888,DISLIKE
73,801,LIKE
73,503,LIKE
73,276,DISLIKE
73,58,LIKE
73,858,LIKE
73,87,DISLIKE
73,569,LIKE
73,800,LIKE
73,912,DISLIKE
73,195,LIKE
73,178,LIKE
73,147,DISLIKE
73,326,LIKE
73,180,LIKE
73,598,DISLIKE
73,660,LIKE
73,354,LIKE
74,587,DISLIKE
74,647,LIKE
74,181,LIKE
74,782,DISLIKE
74,896,LIKE
74,858,LIKE
74,158,DISLIKE
74,677,LIKE
74,411,LIKE
74,166,DISLIKE
74,865,LIKE
74,486,LIKE
74,880,DISLIKE
74,122,LIKE
74,252,LIKE
74,253,DISLIKE
74,710,LIKE
74,399,LIKE
74,149,DISLIKE
74,618,LIKE
74,663,LIKE
75,735,DISLIKE
75,267,LIKE
75,259,LIKE
75,104,DISLIKE
75,686,LIKE
75,887,LIKE
75,446,DISLIKE
75,639,LIKE
75,917,LIKE
75,32,DISLIKE
75,107,LIKE
75,544,LIKE
75,886,DISLIKE
75,696,LIKE
75,810,LIKE
75,24,DISLIKE
75,435,LIKE
75,311,LIKE
75,66,DISLIKE
76,787,DISLIKE
76,849,LIKE
76,163,LIKE
76,209,DISLIKE
76,384,LIKE
76,376,LIKE
76,795,DISLIKE
76,648,LIKE
76,170,LIKE
76,939,DISLIKE
76,299,LIKE
76,694,LIKE
76,409,DISLIKE
76,589,LIKE
76,568,LIKE
76,778,DISLIKE
76,732,LIKE
76,524,LIKE
76,377,DISLIKE
76,197,LIKE
76,444,LIKE
76,56,DISLIKE
76,596,LIKE
76,61,LIKE
77,507,DISLIKE
77,273,LIKE
77,340,LIKE
77,858,DISLIKE
77,253,LIKE
77,691,LIKE
77,769,DISLIKE
77,739,LIKE
77,125,LIKE
77,175,DISLIKE
78,296,DISLIKE
78,848,LIKE
78,697,LIKE
78,874,DISLIKE
78,72,LIKE
78,852,LIKE
78,642,LIKE
78,640,DISLIKE
78,625,LIKE
78,91,LIKE
78,933,DISLIKE
78,894,LIKE
78,256,LIKE
78,623,DISLIKE
79,189,DISLIKE
79,555,LIKE
79,539,LIKE
79,502,DISLIKE
79,181,LIKE
79,644,LIKE
79,568,DISLIKE
79,111,LIKE
79,657,LIKE
79,212,DISLIKE
79,655,LIKE
79,328,LIKE
79,206,DISLIKE
79,448,LIKE
79,137,LIKE
79,825,DISLIKE
79,727,LIKE
79,436,LIKE
79,527,DISLIKE
79,105,LIKE
79,292,LIKE
79,362,DISLIKE
79,921,LIKE
79,799,LIKE
79,747,DISLIKE
79,364,LIKE
80,607,DISLIKE
80,756,LIKE
80,949,LIKE
80,157,DISLIKE
80,38,LIKE
80,164,LIKE
80,249,LIKE
80,707,LIKE
80,821,DISLIKE
80,496,LIKE
80,144,LIKE
81,852,DISLIKE
81,426,LIKE
81,189,LIKE
81,186,DISLIKE
81,36,LIKE
81,79,LIKE
81,85,DISLIKE
81,709,LIKE
81,557,LIKE
81,210,DISLIKE
82,888,DISLIKE
82,342,LIKE
82,231,LIKE
82,330,DISLIKE
82,831,LIKE
82,866,LIKE
82,532,DISLIKE
82,6,LIKE
82,402,LIKE
82,698,DISLIKE
82,188,LIKE
82,102,LIKE
82,489,DISLIKE
82,798,LIKE
83,186,DISLIKE
83,772,LIKE
83,468,LIKE
83,729,DISLIKE
83,870,LIKE
84,368,DISLIKE
84,256,LIKE
84,278,LIKE
84,172,DISLIKE
84,609,LIKE
84,776,LIKE
84,85,DISLIKE
84,196,LIKE
84,20,LIKE
84,427,DISLIKE
84,268,LIKE
84,845,LIKE
84,921,DISLIKE
84,144,LIKE
84,835,LIKE
84,197,DISLIKE
84,285,LIKE
84,610,LIKE
84,522,DISLIKE
84,230,LIKE
84,946,LIKE
84,875,DISLIKE
84,429,LIKE
84,535,LIKE
84,520,DISLIKE
84,272,LIKE
84,859,LIKE
84,887,DISLIKE
84,269,LIKE
84,502,LIKE
85,571,DISLIKE
85,649,LIKE
85,733,LIKE
85,387,DISLIKE
85,579,LIKE
85,644,LIKE
85,194,DISLIKE
85,628,LIKE
85,338,LIKE
85,121,DISLIKE
85,687,LIKE
85,530,LIKE
85,513,DISLIKE
86,783,DISLIKE
86,561,LIKE
86,566,LIKE
86,732,DISLIKE
86,478,LIKE
86,92,LIKE
86,519,DISLIKE
86,57,LIKE
86,270,LIKE
86,289,DISLIKE
86,675,LIKE
86,842,LIKE
86,332,DISLIKE
86,913,LIKE
86,56,LIKE
86,492,DISLIKE
86,88,LIKE
86,267,LIKE
86,552,DISLIKE
86,303,LIKE
86,799,LIKE
86,621,DISLIKE
86,234,LIKE
86,683,LIKE
86,542,DISLIKE
87,826,DISLIKE
87,336,LIKE
87,866,LIKE
87,606,DISLIKE
87,299,LIKE
87,853,LIKE
87,407,DISLIKE
87,578,LIKE
87,721,LIKE
87,45,DISLIKE
87,26,LIKE
87,522,LIKE
87,446,DISLIKE
87,551,LIKE
88,649,DISLIKE
88,801,LIKE
88,240,LIKE
88,48,DISLIKE
88,517,LIKE
88,676,LIKE
88,532,DISLIKE
88,612,LIKE
88,786,LIKE
88,763,DISLIKE
88,64,LIKE
88,596,LIKE
88,5,DISLIKE
88,570,LIKE
88,58,LIKE
88,911,DISLIKE
88,206,LIKE
88,217,LIKE
88,550,DISLIKE
88,483,LIKE
88,503,LIKE
88,898,DISLIKE
88,900,LIKE
88,617,LIKE
89,630,DISLIKE
89,868,LIKE
89,412,LIKE
89,473,DISLIKE
89,67,LIKE
90,923,DISLIKE
90,141,LIKE
90,611,LIKE
90,326,DISLIKE
90,178,LIKE
90,620,LIKE
90,719,DISLIKE
90,54,LIKE
90,502,LIKE
90,891,DISLIKE
90,16,LIKE
